date,user_id,text,url,renderedContent,user_name,user_followers,replyCount,retweet-count,likeCount,quoteCount,lang,conversationId,outlinks,source,is_retweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,user_location,hashtags,cashtags,mentionedUsers.1,outlinks.1,tcooutlinks,sourceLabel,Sarcasm,Sentiment,Polarity
2022-06-01 23:40:32+00:00,1532145100700147714,I hope amber herd goes full blown homeless after this. Scum bag,https://twitter.com/FidelBlastro528/status/1532145100700147714,I hope amber herd goes full blown homeless after this. Scum bag,FidelBlastro528,327,1,0,1,0,en,1532145100700147714,,,,,,,,,,,,,,,Twitter for Android,0,0,8.041557e-05
2022-06-01 23:40:32+00:00,1532145098779201536,@nosoyalienada Que mentirosa la amber XD,https://twitter.com/Starlor55893766/status/1532145098779201536,@nosoyalienada Que mentirosa la amber XD,Starlor55893766,18,0,0,2,0,es,1532098574472855552,,,,,1.5320985744728556e+18,https://twitter.com/nosoyalienada,"[User(username='nosoyalienada', id=1475232618048282624, displayname='Alienada De Incógnito', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,"[User(username='nosoyalienada', id=1475232618048282624, displayname='Alienada De Incógnito', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for Android,0,0,0.4403589
2022-06-01 23:40:31+00:00,1532145098389176324,Congrats to Johny Depp for winning his life back. A jury have heard all the evidence and agreed that Amber is a liar and defamed that man for NO reason. She must pay $15million.,https://twitter.com/begottensun/status/1532145098389176324,Congrats to Johny Depp for winning his life back. A jury have heard all the evidence and agreed that Amber is a liar and defamed that man for NO reason. She must pay $15million.,begottensun,124089,21,16,257,0,en,1532145098389176324,,,,,,,,"Coordinates(longitude=30.4773957, latitude=-19.2688448)","Place(fullName='Mashonaland East, Zimbabwe', name='Mashonaland East', type='admin', country='Zimbabwe', countryCode='ZW')",,,,,,Twitter for iPhone,0,0,0.009462237
2022-06-01 23:40:31+00:00,1532145095058804737,@De2nowD @realamberheard You were right my friend,https://twitter.com/epaJuanAlmeida/status/1532145095058804737,@De2nowD @realamberheard You were right my friend,epaJuanAlmeida,558,0,0,0,0,en,995361763431460866,,,,,9.953675106556028e+17,https://twitter.com/De2nowD,"[User(username='De2nowD', id=2385389653, displayname='D Elmor D', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='realamberheard', id=807003567605227520, displayname='Amber Heard', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,"[User(username='De2nowD', id=2385389653, displayname='D Elmor D', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='realamberheard', id=807003567605227520, displayname='Amber Heard', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for Android,0,1,0.9994136
2022-06-01 23:40:30+00:00,1532145092424654848,Damn she went from amber heard-depp to amber heard in debt 💀 https://t.co/R270QY6fmT,https://twitter.com/TinaJoyy/status/1532145092424654848,Damn she went from amber heard-depp to amber heard in debt 💀 twitter.com/claytravis/sta…,TinaJoyy,49,0,0,0,0,en,1532145092424654848,['https://twitter.com/claytravis/status/1532081281617604615'],,,https://twitter.com/ClayTravis/status/1532081281617604615,,,,,,,,,['https://twitter.com/claytravis/status/1532081281617604615'],['https://t.co/R270QY6fmT'],Twitter for iPhone,0,1,0.99059224
2022-06-01 23:40:30+00:00,1532145090872885248,We need a documentary on this Johnny Depp and Amber issue,https://twitter.com/DeeenSZN/status/1532145090872885248,We need a documentary on this Johnny Depp and Amber issue,DeeenSZN,460,0,0,0,0,en,1532145090872885248,,,,,,,,,,,,,,,Twitter for iPhone,0,1,0.998409
2022-06-01 23:40:30+00:00,1532145090621083648,@realamberheard Glad you lost you piece of shit. Fuck you! #IStandWithJohnny,https://twitter.com/rickyolsen74/status/1532145090621083648,@realamberheard Glad you lost you piece of shit. Fuck you! #IStandWithJohnny,rickyolsen74,43,0,0,0,0,en,1532145090621083648,,,,,,,"[User(username='realamberheard', id=807003567605227520, displayname='Amber Heard', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,['IStandWithJohnny'],,"[User(username='realamberheard', id=807003567605227520, displayname='Amber Heard', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for iPhone,0,0,0.06729141
2022-06-01 23:40:14+00:00,1532145026641235968,"@koolygirlee @mayukh1321 She is a victim of her own abuse, the truth always comes out and #AmberIsAnAbuser  #AmberIsALiar just had the truth handed to her in the court of law!! @realamberheard  needs some serious mental help!! Stop the lies and pay your fines!! Get some help girl you seriously need it!!!",https://twitter.com/NancyAlice88/status/1532145026641235968,"@koolygirlee @mayukh1321 She is a victim of her own abuse, the truth always comes out and #AmberIsAnAbuser  #AmberIsALiar just had the truth handed to her in the court of law!! @realamberheard  needs some serious mental help!! Stop the lies and pay your fines!! Get some help girl you seriously need it!!!",NancyAlice88,9,0,0,1,0,en,1526965680192602115,,,,,1.5302700681936036e+18,https://twitter.com/koolygirlee,"[User(username='koolygirlee', id=472993535, displayname='Tough girl', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='mayukh1321', id=1428714748326076425, displayname='Mayukh', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='realamberheard', id=807003567605227520, displayname='Amber Heard', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,"['AmberIsAnAbuser', 'AmberIsALiar']",,"[User(username='koolygirlee', id=472993535, displayname='Tough girl', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='mayukh1321', id=1428714748326076425, displayname='Mayukh', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='realamberheard', id=807003567605227520, displayname='Amber Heard', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for iPhone,0,0,0.43935186
2022-06-01 23:40:14+00:00,1532145026339577856,"@JorCru Fukunaga: ""hey Amber this is Carey, we should try to pitch a movie together.""",https://twitter.com/UnkoMasterFvr/status/1532145026339577856,"@JorCru Fukunaga: ""hey Amber this is Carey, we should try to pitch a movie together.""",UnkoMasterFvr,7,0,0,0,0,en,1531668979789443072,,,,,1.531668979789443e+18,https://twitter.com/JorCru,"[User(username='JorCru', id=18754532, displayname='Jordan Crucchiola', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,"[User(username='JorCru', id=18754532, displayname='Jordan Crucchiola', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter Web App,0,0,0.0001951456
2022-06-01 23:40:14+00:00,1532145025127264260,"Il y’aura des femmes qui vont se rétracter à la suite du jugement de Amber? Oui certainement. Mais faire de ça un set back because of her it’s wrong because she’s a liar.
The white men privilege could probably take a grad but c’est le revers de médaille.",https://twitter.com/audbango/status/1532145025127264260,"Il y’aura des femmes qui vont se rétracter à la suite du jugement de Amber? Oui certainement. Mais faire de ça un set back because of her it’s wrong because she’s a liar.
The white men privilege could probably take a grad but c’est le revers de médaille.",audbango,12035,1,0,7,0,fr,1532145025127264260,,,,,,,,,,,,,,,Twitter for iPhone,0,1,0.99919057
2022-06-01 23:40:14+00:00,1532145023675940865,no cause my thing is both amber and johnny were abusive but now that the case is over y’all are treating amber as a God while hypocritically calling out people who supported johnny like y’all do realize that amber is an abuser as well right?,https://twitter.com/niahz_fltr/status/1532145023675940865,no cause my thing is both amber and johnny were abusive but now that the case is over y’all are treating amber as a God while hypocritically calling out people who supported johnny like y’all do realize that amber is an abuser as well right?,niahz_fltr,148,0,0,0,0,en,1532145023675940865,,,,,,,,,,,,,,,Twitter Web App,0,1,0.92717797
2022-06-01 23:40:13+00:00,1532145021566308352,@realamberheard https://t.co/BW1JYZNt5A,https://twitter.com/Anafranci2021/status/1532145021566308352,@realamberheard https://t.co/BW1JYZNt5A,Anafranci2021,5140,0,0,0,0,und,1047582190769463296,,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FUNFxBgWAAAwdgB.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/FUNFxBgWAAAwdgB.mp4', bitrate=0)])]",,,1.0475821907694632e+18,https://twitter.com/realamberheard,"[User(username='realamberheard', id=807003567605227520, displayname='Amber Heard', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,"[User(username='realamberheard', id=807003567605227520, displayname='Amber Heard', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for Android,0,1,0.66506064
2022-06-01 23:40:13+00:00,1532145021071269892,@rabiasquared Whether or not survivors of abuse are “likeable” is irrelevant. There is so much proof in this case that J Depp abused Amber Heard. A lot of survivors do not have as much proof. His own texts show it!,https://twitter.com/GerrieBoulet/status/1532145021071269892,@rabiasquared Whether or not survivors of abuse are “likeable” is irrelevant. There is so much proof in this case that J Depp abused Amber Heard. A lot of survivors do not have as much proof. His own texts show it!,GerrieBoulet,373,7,0,9,0,en,1532143628373606400,,,,,1.5321436283736064e+18,https://twitter.com/rabiasquared,"[User(username='rabiasquared', id=2209742392, displayname=""rabia O'chaudry"", description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,"[User(username='rabiasquared', id=2209742392, displayname=""rabia O'chaudry"", description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for iPhone,0,0,0.0031276047
2022-06-01 23:40:00+00:00,1532144965333094400,"Parece ser que Amber Heard quedó. 🤡🤡🤡
https://t.co/JQT6o0TLyf",https://twitter.com/cosmopolitanmx/status/1532144965333094400,"Parece ser que Amber Heard quedó. 🤡🤡🤡
cosmopolitan.com.mx/entretenimient…",cosmopolitanmx,119884,0,0,1,0,es,1532144965333094400,['https://www.cosmopolitan.com.mx/entretenimiento-cultura/amber-heard-suma-4-millones-de-firmas-en-su-contra-change-org'],,,,,,,,,,,,['https://www.cosmopolitan.com.mx/entretenimiento-cultura/amber-heard-suma-4-millones-de-firmas-en-su-contra-change-org'],['https://t.co/JQT6o0TLyf'],TweetDeck,0,0,0.046862006
2022-06-01 23:40:00+00:00,1532144965165404161,Johnny Depp también difamó y debe pagarle 2 mdd a Amber Heard https://t.co/UYnAsBonjX,https://twitter.com/Oaxaca_Digital/status/1532144965165404161,Johnny Depp también difamó y debe pagarle 2 mdd a Amber Heard oaxaca.digital/johnny-depp-ta…,Oaxaca_Digital,54604,0,0,0,0,es,1532144965165404161,['https://oaxaca.digital/johnny-depp-tambien-difamo-y-debe-pagarle-2-mdd-a-amber-heard/'],,,,,,,,,,,,['https://oaxaca.digital/johnny-depp-tambien-difamo-y-debe-pagarle-2-mdd-a-amber-heard/'],['https://t.co/UYnAsBonjX'],TweetDeck,0,0,0.0016789138
2022-06-01 23:40:00+00:00,1532144964649594882,@realamberheard https://t.co/8ABXLk2kR8,https://twitter.com/AnaCludiaAnsel1/status/1532144964649594882,@realamberheard https://t.co/8ABXLk2kR8,AnaCludiaAnsel1,345,0,0,0,0,und,1047582190769463296,,"[Gif(thumbnailUrl='https://pbs.twimg.com/tweet_video_thumb/FUNFuBNX0Ao0m5k.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/tweet_video/FUNFuBNX0Ao0m5k.mp4', bitrate=0)])]",,,1.0475821907694632e+18,https://twitter.com/realamberheard,"[User(username='realamberheard', id=807003567605227520, displayname='Amber Heard', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,"[User(username='realamberheard', id=807003567605227520, displayname='Amber Heard', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for Android,0,1,0.89648414
2022-06-01 23:40:00+00:00,1532144964641009664,Putangina amber heard. You just set a very dangerous precedent for actual victims of abuse https://t.co/v6X2WJEiy2,https://twitter.com/_awesomeRA/status/1532144964641009664,Putangina amber heard. You just set a very dangerous precedent for actual victims of abuse twitter.com/culturecrave/s…,_awesomeRA,279,0,0,2,0,en,1532144964641009664,['https://twitter.com/culturecrave/status/1532081083780431874'],,,https://twitter.com/CultureCrave/status/1532081083780431874,,,,,,,,,['https://twitter.com/culturecrave/status/1532081083780431874'],['https://t.co/v6X2WJEiy2'],Twitter for iPhone,0,0,0.020540982
2022-06-01 23:39:59+00:00,1532144962535448576,"@ElleSheri_TO @Jaimi_Shrive @Eve_Barlow @realamberheard The public is outraged because she made a mockery of REAL abuse victims, and in turn was the actual villain. You do not get to manipulate, and torment another person and in the same breath claim to be a victim of domestic and sexual abuse. May she get the help she truly needs",https://twitter.com/Shan8617/status/1532144962535448576,"@ElleSheri_TO @Jaimi_Shrive @Eve_Barlow @realamberheard The public is outraged because she made a mockery of REAL abuse victims, and in turn was the actual villain. You do not get to manipulate, and torment another person and in the same breath claim to be a victim of domestic and sexual abuse. May she get the help she truly needs",Shan8617,0,0,0,1,0,en,1532067253747093504,,,,,1.5320792158053335e+18,https://twitter.com/ElleSheri_TO,"[User(username='ElleSheri_TO', id=28416895, displayname='ElleSh', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Jaimi_Shrive', id=432615800, displayname='Jaimi Shrive', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Eve_Barlow', id=54476519, displayname='Eve Barlow', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='realamberheard', id=807003567605227520, displayname='Amber Heard', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,"[User(username='ElleSheri_TO', id=28416895, displayname='ElleSh', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Jaimi_Shrive', id=432615800, displayname='Jaimi Shrive', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='Eve_Barlow', id=54476519, displayname='Eve Barlow', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='realamberheard', id=807003567605227520, displayname='Amber Heard', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for Android,0,0,0.0074985027
2022-06-01 23:39:59+00:00,1532144961956855808,@adrockcomics ele não tava do lado da amber ?,https://twitter.com/mpmpilgrim/status/1532144961956855808,@adrockcomics ele não tava do lado da amber ?,mpmpilgrim,1606,1,0,0,0,pt,1532143190425354243,,,,,1.5321431904253542e+18,https://twitter.com/adrockcomics,"[User(username='adrockcomics', id=1200502308490153984, displayname='jane foster com o jonathan nas mãos', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,"[User(username='adrockcomics', id=1200502308490153984, displayname='jane foster com o jonathan nas mãos', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for Android,0,1,0.99848133
2022-06-01 23:39:59+00:00,1532144960564232194,@CondescendingDK Amber is so mad she will probably shit the bed. 😂🤦🏼😂🤷🏻‍♂️😎,https://twitter.com/LittleBoomerCBJ/status/1532144960564232194,@CondescendingDK Amber is so mad she will probably shit the bed. 😂🤦🏼😂🤷🏻‍♂️😎,LittleBoomerCBJ,817,1,1,3,0,en,1532081541974728707,,,,,1.5320815419747287e+18,https://twitter.com/CondescendingDK,"[User(username='CondescendingDK', id=756514723873562624, displayname=""dk2's EXCLUSIVE Private Society"", description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,"[User(username='CondescendingDK', id=756514723873562624, displayname=""dk2's EXCLUSIVE Private Society"", description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for iPhone,0,1,0.60771096
2022-06-01 23:39:59+00:00,1532144960199344128,@realamberheard https://t.co/AfVkwMr6hQ,https://twitter.com/veloso53113195/status/1532144960199344128,@realamberheard https://t.co/AfVkwMr6hQ,veloso53113195,627,0,0,0,0,und,1047582190769463296,,"[Photo(previewUrl='https://pbs.twimg.com/media/FUNFt5kXsAAid01?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FUNFt5kXsAAid01?format=jpg&name=large')]",,,1.0475821907694632e+18,https://twitter.com/realamberheard,"[User(username='realamberheard', id=807003567605227520, displayname='Amber Heard', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,"[User(username='realamberheard', id=807003567605227520, displayname='Amber Heard', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for Android,0,1,0.56124765
2022-06-01 23:39:59+00:00,1532144960073523203,"Amber Heard Twitter account only allows people she follows to comment. She is following 218 people and so far only 53 comments. Some were double comments. Guess the rest didn't believe you either
#JusticeforJohnnyDeppwasServed",https://twitter.com/debikala/status/1532144960073523203,"Amber Heard Twitter account only allows people she follows to comment. She is following 218 people and so far only 53 comments. Some were double comments. Guess the rest didn't believe you either
#JusticeforJohnnyDeppwasServed",debikala,11,0,0,0,0,en,1532144960073523203,,,,,,,,,,['JusticeforJohnnyDeppwasServed'],,,,,Twitter for Android,0,0,0.2141222
2022-06-01 23:39:57+00:00,1532144955262574595,Veredito de Caso Amber Heard e Johnny Depp repercute na web: os 2 são condenados https://t.co/YGlnjf8AtJ,https://twitter.com/SeLigaCamacari/status/1532144955262574595,Veredito de Caso Amber Heard e Johnny Depp repercute na web: os 2 são condenados seligacamacari.com.br/veredito-de-ca…,SeLigaCamacari,974,0,0,0,0,pt,1532144955262574595,['https://seligacamacari.com.br/veredito-de-caso-amber-heard-e-johnny-depp-repercute-na-web-os-2-sao-condenados/'],,,,,,,,,,,,['https://seligacamacari.com.br/veredito-de-caso-amber-heard-e-johnny-depp-repercute-na-web-os-2-sao-condenados/'],['https://t.co/YGlnjf8AtJ'],WordPress.com,0,0,0.08116576
2022-06-01 23:39:11+00:00,1532144759933894659,Amber heard elle a complètement foutu sa crédibilité en l’air pour le restant de ses jours lol,https://twitter.com/AlmightyyyReal/status/1532144759933894659,Amber heard elle a complètement foutu sa crédibilité en l’air pour le restant de ses jours lol,AlmightyyyReal,398,0,0,0,0,fr,1532144759933894659,,,,,,,,,,,,,,,Twitter for iPhone,0,1,0.9971315
2022-06-01 23:39:10+00:00,1532144758004633602,"@realamberheard May 2022
#Bolsonaro2022 🇧🇷 https://t.co/PrD864UXVT",https://twitter.com/ligiagambol/status/1532144758004633602,"@realamberheard May 2022
#Bolsonaro2022 🇧🇷 https://t.co/PrD864UXVT",ligiagambol,7735,0,3,15,0,und,1047582190769463296,,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1532144643936329734/pu/img/9hQ72ZGxZeUBzMc4.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1532144643936329734/pu/pl/Jwqxya7-wNxHXLaL.m3u8?tag=12&container=fmp4', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1532144643936329734/pu/vid/490x270/T-7GAycdJ2VO3yXp.mp4?tag=12', bitrate=256000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1532144643936329734/pu/vid/640x352/Sk97QniPhUITig8w.mp4?tag=12', bitrate=832000)], duration=44.955, views=69)]",,,1.0475821907694632e+18,https://twitter.com/realamberheard,"[User(username='realamberheard', id=807003567605227520, displayname='Amber Heard', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,['Bolsonaro2022'],,"[User(username='realamberheard', id=807003567605227520, displayname='Amber Heard', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,Twitter for iPhone,0,0,0.15014952
